0.649264,5787.08,10623.4
0.651488,6755.72,12199.5
0.6537,7864.46,14093.5
0.655902,8023.64,13648.7
0.658094,8702.45,14437.0
0.660278,9049.63,14509.9
0.662454,9547.01,15015.0
0.664623,9282.92,14295.2
0.666787,8531.14,13188.1
0.668946,6222.66,10355.8
0.6711,2292.28,4364.32
0.673252,7783.16,12056.6
0.675401,9712.94,14224.8
0.677548,11188.4,16080.8
0.679695,11194.6,15824.2
0.681842,12675.5,17838.2
0.68399,14238.8,19914.6
0.686139,14168.9,19634.0
0.688291,16010.0,22156.0
0.690445,17255.6,23901.0
0.692603,17689.1,24588.9
0.694765,18935.2,26790.9
0.696933,20961.1,29701.8
0.699106,21595.6,31069.2
0.701285,21799.4,31618.4
0.70347,22267.0,32867.5
0.705664,17396.1,25763.9
0.707865,14039.9,20568.3
0.710074,12295.3,18019.8
0.712293,12789.3,19137.5
0.714521,11744.3,17693.6
0.716759,11750.2,17957.4
0.719008,12416.2,19555.3
0.721267,12103.5,19530.5
0.723538,12434.5,20852.1
0.725821,12880.8,22817.7
0.728116,12421.3,23025.2
0.730424,12309.2,24767.4
0.732745,11819.4,25784.5
0.73508,10643.5,25058.2
0.737428,9213.53,23194.0
0.73979,7860.81,21262.9
0.742167,6375.01,17837.8
0.744559,5149.89,15116.1
0.746966,4071.52,12673.6
0.749389,3125.94,10322.7
0.751827,2290.99,7814.59
0.754281,1596.44,5490.12
0.756752,1035.5,3442.91
0.759239,601.67,1844.51
0.761744,286.209,795.286
0.764265,84.6106,215.077
0.766803,12.9172,29.0816
0.769359,20.1628,46.6226
0.771933,126.936,324.632
0.774525,431.355,1203.1
0.777134,888.037,2670.68
0.779762,993.766,3022.11
0.782409,2351.08,7403.22
0.785074,3516.22,10693.0
0.787757,4845.2,14012.0
0.79046,6395.1,17440.8
0.793181,6934.07,18350.5
0.795921,7287.92,18264.8
0.798681,12187.7,27585.1
0.80146,15178.5,32991.9
0.804258,18665.7,39558.2
0.807075,22688.6,46839.7
0.809912,27545.5,55900.7
0.812769,32912.4,65316.0
0.815645,39026.5,74948.6
0.81854,30049.9,54340.8
0.821456,44301.7,73585.9
0.824391,55507.0,92858.2
0.827345,57555.2,89744.3
0.83032,60229.7,89291.2
0.833314,69392.0,101403.0
0.836328,74080.1,104011.0
0.839361,78567.7,106485.0
0.842414,86534.8,115093.0
0.845487,63374.7,78384.5
0.84858,69673.5,84933.0
0.851692,39728.8,56866.2
0.854824,83166.0,99539.0
0.857975,90443.6,105875.0
0.861145,79049.4,99273.6
0.864336,51850.5,77051.2
0.867545,77558.0,102986.0
0.870774,63657.2,87569.7
0.874021,70528.4,96660.1
0.877288,89581.8,117835.0
0.880574,93595.2,123687.0
0.883879,128695.0,159909.0
0.887203,94987.0,109340.0
0.890546,112486.0,128707.0
0.893907,77644.7,100597.0
0.897286,128556.0,145765.0
0.900684,162411.0,178493.0
0.904101,182138.0,194481.0
0.907535,196036.0,210788.0
0.910988,233287.0,245190.0
0.914458,248997.0,261138.0
0.917946,272804.0,282154.0
0.921452,238560.0,240125.0
0.924975,225416.0,219213.0
0.928516,176881.0,186022.0
0.932074,197517.0,195011.0
0.935649,219284.0,215525.0
0.93924,229913.0,220832.0
0.942849,256244.0,245400.0
0.946474,247325.0,241247.0
0.950115,268713.0,263239.0
0.953773,269382.0,264497.0
0.957447,260965.0,261887.0
